tanggal_uji,nomor_kendaraan,merek,bahan_bakar,tipe,tahun_pembuatan,alat_uji,ket
43999,B9161UCC,DAIHATSU,Bensin,BOX,2010,NEOMOTECH / CG 450 / 4N11D017,Lulus
43999,B2613UKV,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43999,B1737UOO,DAIHATSU,Bensin,SUV,2012,NEOMOTECH / CG 450 / 4N10K0108,Lulus
43999,B1052ZKP,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43999,B1729UYF,TOYOTA,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43999,B1372UYG,TOYOTA,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43999,B1732UYF,TOYOTA,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43999,B1072UIX,DAIHATSU,Bensin,MPV/ MINI BUS,2012,NEOMOTECH / CG 450 / 4N11D017,Lulus
43999,B2295UOB,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2634TKH,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2530TKD,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2493TKQ,TOYOTA,Solar,SUV,2016,Tecnotest/488 / MULTIGAS ANALYZER / D5-13958,Lulus
43998,B2957TKJ,TOYOTA,Bensin,SUV,2016,Tecnotest/488 / MULTIGAS ANALYZER / D5-13958,Lulus
43998,B2436TFQ,TOYOTA,Bensin,SUV,2016,Tecnotest/488 / MULTIGAS ANALYZER / D5-13958,Lulus
43998,B2138TFX,TOYOTA,Solar,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1922FT,TOYOTA,Solar,JEEP,2018,BRAINBEE / OPA 100 / 110406001080,Lulus
43998,B2381TFP,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B9179DR,MITSUBISHI,Solar,BOX,2010,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43998,B9539TQ,TOYOTA,Solar,BOX,2002,Suk young machine / Langsung print / 160620_GA40,Lulus
43998,B2439TFQ,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1977UZC,DAIHATSU,Bensin,MPV/ MINI BUS,2012,NEOMOTECH / CG 450 / 4N11D017,Lulus
43998,B2569BYI,DAIHATSU,Bensin,MPV/ MINI BUS,2018,NEOMOTECH / CG 450 / 4N11D017,Lulus
43998,B9043EI,MITSUBISHI,Solar,TRUCK,2009,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B9099PCO,MITSUBISHI,Solar,LAINNYA,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1575NRM,TOYOTA,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1324TJQ,HONDA,Bensin,SUV,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1269NRE,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,D1517AEG,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1270NRE,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1693NRI,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1361NRV,TOYOTA,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1224NRS,TOYOTA,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1129NRJ,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2163SJA,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1958PYQ,TOYOTA,Bensin,SUV,2016,Tecnotest/488 / MULTIGAS ANALYZER / D5-13958,Lulus
43998,B2047STD,BMW,Solar,WAGON,2013,Brain Bee / AGS 688 - OPA 100 / 10081153,Lulus
43998,F1073IJ,TOYOTA,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1478ERC,DAIHATSU,Bensin,SUV,2017,NEOMOTECH / CG 450 / 4N10K0108,Lulus
43998,B1733SGZ,TOYOTA,Bensin,SUV,2011,Tecnotest/488 / MULTIGAS ANALYZER / D5-13958,Lulus
43998,B2858TFS,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2245SFO,HONDA,Bensin,HATCHBACK,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1127WZM,HONDA,Bensin,SUV,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2506TYL,HONDA,Bensin,WAGON,2018,EQUIP / AGS-688 & OPA-100 / 090204001949,Lulus
43998,F1603LD,CHEVROLET,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B8552BP,HONDA,Bensin,HATCHBACK,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2612FO,DAIHATSU,Bensin,MPV/ MINI BUS,2004,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2090TKW,NISSAN,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,F1036HD,TOYOTA,Bensin,MPV/ MINI BUS,2011,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B2699TZF,HONDA,Bensin,HATCHBACK,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,B1627NOQ,HONDA,Bensin,HATCHBACK,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43998,F1684PD,HONDA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1281RZ,TOYOTA,Bensin,MPV/ MINI BUS,2008,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2722UFD,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2764UFD,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9647BAO,TOYOTA,Solar,PICK UP,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1959URI,TOYOTA,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2712UFD,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,T1601FD,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2236TYX,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9374SCD,DAIHATSU,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1839PIV,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9325TCB,MITSUBISHI,Solar,TRUCK,2011,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2304PFY,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1972BYN,NISSAN,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9134TCD,MITSUBISHI,Solar,TRUCK,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1542BIZ,NISSAN,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9718TCJ,MITSUBISHI,Solar,TRUCK,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9983TCA,MITSUBISHI,Solar,TRUCK,2010,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9912PJ,TOYOTA,Solar,TRUCK,2004,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1794URI,TOYOTA,Bensin,WAGON,2014,EQUIP / AGS-688 & OPA-100 / 090204001949,Lulus
43997,B9539TRU,MITSUBISHI,Solar,TRUCK,2009,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1245BOR,TOYOTA,Bensin,MPV/ MINI BUS,2011,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9012TCN,MITSUBISHI,Solar,TRUCK,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2048BFP,TOYOTA,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,NISSAN25,NISSAN,Solar,LAINNYA,2010,teknotes / 1111 / 01,Lulus
43997,B9602TJ,MITSUBISHI,Solar,TRUCK,2007,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B9184TEN,MITSUBISHI,Solar,TRUCK,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2556BOI,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B7885IT,MITSUBISHI,Solar,TRUCK,2009,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B8988MH,MAZDA,Bensin,MPV/ MINI BUS,2013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B7168GK,MITSUBISHI,Solar,BUS,2006,Brain Bee / opa 100 / 080206000276,Lulus
43997,B8588KH,ISUZU,Solar,MPV/ MINI BUS,2008,Brain Bee / OPA 100 / C80918000330,Lulus
43997,B1246BFK,ISUZU,Solar,MPV/ MINI BUS,2009,Brain Bee / OPA 100 / C80918000330,Lulus
43997,B7027BDA,KIA,Solar,MPV/ MINI BUS,2010,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1466URG,TOYOTA,Bensin,MPV/ MINI BUS,2000,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B2405SZL,SUZUKI,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1153UZC,TOYOTA,Bensin,MPV/ MINI BUS,2011,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1409UYK,HONDA,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1253PJH,HONDA,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1922UZI,TOYOTA,Bensin,MPV/ MINI BUS,2013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B7041UDB,TOYOTA,Solar,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43997,B1241UJS,TOYOTA,Solar,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43995,B1660UKF,DAIHATSU,Bensin,MPV/ MINI BUS,2010,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43995,B9897SCG,ISUZU,Solar,MPV/ MINI BUS,2018,Brain Bee / OPA 100 / C80918000330,Lulus
43995,B9897SCG,ISUZU,Solar,MPV/ MINI BUS,2018,Brain Bee / OPA 100 / C80918000330,Lulus
43995,B9099CEH,HINO,Solar,TRUCK,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43994,B1678RFD,LEXUS,Bensin,SUV,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43994,B9198SCD,ISUZU,Solar,BOX,2015,TECNO TEST / 495-515 / 269191,Lulus
43994,B9115SCD,MITSUBISHI,Solar,BOX,2015,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43994,B1043NRJ,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43994,B1978UZC,DAIHATSU,Bensin,MPV/ MINI BUS,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43994,B9340CCF,SUZUKI,Bensin,BOX,2017,brainbee / AGS-688 / 123,Lulus
43994,B9867II,MITSUBISHI,Solar,BOX,2008,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43993,B9446LJ,TOYOTA,Bensin,PICK UP,2006,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B2189PKC,TOYOTA,Solar,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B1991URR,TOYOTA,Solar,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B2396SFY,TOYOTA,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B9984BCT,MITSUBISHI,Solar,BOX,2017,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43993,B1082URS,DAIHATSU,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B2952BIF,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B2041BOZ,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B1914UZU,DAIHATSU,Bensin,MPV/ MINI BUS,20013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B1682RFD,LEXUS,Bensin,SUV,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B2806TIB,DAIHATSU,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B9457WE,SUZUKI,Bensin,MPV/ MINI BUS,2002,Brainbee / AGS 688+OPA 100 / 10081153,Tidak Lulus
43993,B1894TIJ,NISSAN,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B9698SCB,ISUZU,Solar,BOX,2014,TECNO TEST / 495-515 / 269191,Lulus
43993,B2061TIC,DAIHATSU,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B2167SJA,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B9788EP,MITSUBISHI,Solar,TRUCK,2010,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B2986UOP,HONDA,Bensin,HATCHBACK,2020,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B1229TJS,HONDA,Bensin,SUV,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,B9315WCB,MITSUBISHI,Solar,BOX,2016,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43993,B9652UCF,MITSUBISHI,Solar,BOX,2012,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43993,B9216SCF,MITSUBISHI,Solar,PICK UP,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,F1607FD25,TOYOTA,Solar,LAINNYA,2004,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,F2G30,TOYOTA,Solar,LAINNYA,1994,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43993,F36085030,TOYOTA,Solar,LAINNYA,2008,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,H1819VA,MITSUBISHI,Solar,PICK UP,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B9744UAC,DAIHATSU,Bensin,PICK UP,2011,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B2295UOI,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1708FMU,DAIHATSU,Bensin,MPV/ MINI BUS,2010,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,H9168QW,SUZUKI,Bensin,MPV/ MINI BUS,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B2972OL,TOYOTA,Solar,JEEP,2017,BRAINBEE / OPA 100 / 110406001080,Lulus
43992,B1688UZR,MITSUBISHI,Solar,JEEP,2013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1401BYT,SUZUKI,Bensin,MPV/ MINI BUS,2013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B9693JH,MITSUBISHI,Solar,BOX,1994,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43992,AB8573NH,NISSAN,Solar,PICK UP,2017,Brainbee / Opa 100 / 110406001079,Lulus
43992,B1568UIN,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1289SD,TOYOTA,Solar,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B9591JW,ISUZU,Solar,PICK UP,2006,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B2566BYI,DAIHATSU,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,KT8740KD,MITSUBISHI,Solar,PICK UP,2009,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1703WMM,TOYOTA,Bensin,MPV/ MINI BUS,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1657ID,DAIHATSU,Bensin,MPV/ MINI BUS,2004,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1957BRB,TOYOTA,Bensin,MPV/ MINI BUS,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B9420BCP,ISUZU,Solar,PICK UP,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B9020PU,ISUZU,Solar,BOX,2007,TECNO TEST / 495-515 / 269191,Lulus
43992,B9060TXS,ISUZU,Solar,BOX,2013,TECNO TEST / 495-515 / 269191,Lulus
43992,B1288PIQ,TOYOTA,Bensin,SUV,2017,Tecnotest/488 / MULTIGAS ANALYZER / D5-13958,Lulus
43992,B2065TIC,DAIHATSU,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B2806TIB,DAIHATSU,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B2808TIB,DAIHATSU,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B9457WE,SUZUKI,Bensin,MPV/ MINI BUS,2002,Brainbee / AGS 688+OPA 100 / 10081153,Tidak Lulus
43992,B2431TZS,NISSAN,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B9922TCI,SUZUKI,Bensin,PICK UP,2015,brainbee / AGS-688 / 123,Lulus
43992,B2084TZU,NISSAN,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B2061TIC,DAIHATSU,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1894TIJ,NISSAN,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43992,B1821SIX,HYUNDAI,Solar,MPV/ MINI BUS,2019,tecnotest / 488 / D528330,Lulus
43991,B2327SOW,TOYOTA,Bensin,MPV/ MINI BUS,2017,QROTECH / QRO-402 / 417D110-QRO-402,Lulus
43991,B1101SFQ,DAIHATSU,Bensin,MPV/ MINI BUS,2009,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B1293URP,TOYOTA,Bensin,MPV/ MINI BUS,2014,Brain Bee / brain bee ags-688 / 08108000034,Lulus
43991,B1394SKX,TOYOTA,Bensin,MPV/ MINI BUS,2011,Brain Bee / brain bee ags-688 / 08108000034,Lulus
43991,B9269TCN,MITSUBISHI,Solar,PICK UP,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B2675TIC,TOYOTA,Solar,MPV/ MINI BUS,2019,Brain Bee / brain bee ags-688 / 08108000034,Lulus
43991,B9261TCN,MITSUBISHI,Solar,PICK UP,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B9781PCN,MITSUBISHI,Solar,PICK UP,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B9220TCN,MITSUBISHI,Solar,PICK UP,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B9259TCN,MITSUBISHI,Solar,PICK UP,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B9218TCN,MITSUBISHI,Solar,PICK UP,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B7449UDA,ISUZU,Solar,MPV/ MINI BUS,2015,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43991,B9212TCN,MITSUBISHI,Solar,PICK UP,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B9226TCN,MITSUBISHI,Solar,PICK UP,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B2058TKK,MITSUBISHI,Solar,BOX,2019,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43991,B1709TJP,HONDA,Bensin,SUV,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43991,B1455TJR,HONDA,Bensin,SUV,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B1155UIX,HYUNDAI,Solar,MPV/ MINI BUS,2013,tecnotest / 488 / D528330,Lulus
43990,B2386ZG,DAIHATSU,Bensin,MPV/ MINI BUS,2008,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9161UCC,DAIHATSU,Bensin,BOX,2010,NEOMOTECH / CG 450 / 4N11D017,Tidak Lulus
43990,B1320SAL,HONDA,Bensin,SEDAN,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B1781SAP,TOYOTA,Bensin,SEDAN,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B1799RJ,HONDA,Bensin,SEDAN,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9212QM,NISSAN,Solar,LAINNYA,2006,teknotes / 1111 / 01,Lulus
43990,B9153PFA,MITSUBISHI,Solar,LAINNYA,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9176PFA,HINO,Solar,TRUCK,2013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9457I,HINO,Solar,TRUCK,2009,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9117PFA,HINO,Solar,TRUCK,2012,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9173PFA,HINO,Solar,TRUCK,2013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9084BAK,MITSUBISHI,Solar,PICK UP,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43990,B9834SCH,DAIHATSU,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43989,B158GN,TOYOTA,Bensin,SEDAN,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43989,B558GN,TOYOTA,Bensin,MPV/ MINI BUS,2008,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43989,B855GN,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43989,B258GN,TOYOTA,Bensin,SEDAN,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43987,B1694NRY,HONDA,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43987,B9972BCK,MITSUBISHI,Solar,BOX,2013,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43987,B2284PKN,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43987,B9408TAT,SUZUKI,Bensin,PICK UP,2017,brainbee / AGS-688 / 123,Lulus
43987,B2171SIB,MITSUBISHI,Bensin,SUV,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43987,B1886TJI,TOYOTA,Solar,JEEP,2014,BRAINBEE / OPA 100 / 110406001080,Lulus
43987,B9471PCG,DAIHATSU,Bensin,MPV/ MINI BUS,2013,Brainbee / AGS 688+OPA 100 / 10081153,Tidak Lulus
43986,B9951BCN,MITSUBISHI,Solar,BOX,2014,BRAIN BEE / AGS 688 + OPA 100 / 110 90700 1175 + 110 40600 1054,Lulus
43986,B1249TON,TOYOTA,Bensin,MPV/ MINI BUS,2011,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43986,B9792UI,TOYOTA,Bensin,PICK UP,2008,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43986,B2169PKO,TOYOTA,Bensin,MPV/ MINI BUS,2020,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43986,B2263PKN,TOYOTA,Bensin,MPV/ MINI BUS,2020,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43986,B9052UCF,DAIHATSU,Bensin,BOX,2012,NEOMOTECH / CG 450 / 4N11D017,Lulus
43986,B1598PZP,DAIHATSU,Bensin,MPV/ MINI BUS,2013,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43986,B2030NI,DAIHATSU,Bensin,MPV/ MINI BUS,2014,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43986,B2290PKN,TOYOTA,Bensin,MPV/ MINI BUS,2019,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B2994TFE,TOYOTA,Bensin,MPV/ MINI BUS,2015,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B2562TKU,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B8045EX,HYUNDAI,Solar,LAINNYA,2012,EQUIP / AGS-688 & OPA-100 / 090204001949,Lulus
43985,B2866TZC,TOYOTA,Bensin,MPV/ MINI BUS,2018,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B2842TOZ,TOYOTA,Bensin,MPV/ MINI BUS,2017,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B1031TFL,TOYOTA,Bensin,MPV/ MINI BUS,2009,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B2332TFS,TOYOTA,Bensin,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B1755TJL,TOYOTA,Solar,MPV/ MINI BUS,2016,Brainbee / AGS 688+OPA 100 / 10081153,Lulus
43985,B9496SCA,ISUZU,Solar,BOX,2013,TECNO TEST / 495-515 / 269191,Lulus
43985,B1305TFQ,TOYOTA,Solar,MPV/ MINI BUS,2009,BrainBee / AGS 688 + OPA 100 / 10081153,Lulus
